time,x,y,z
17:40:36:572,-3.77,-9.64,4.33
17:40:36:575,-3.53,-9.85,4.42
17:40:36:579,-3.34,-9.92,4.50
17:40:36:586,-3.22,-10.10,4.46
17:40:36:597,-3.09,-10.36,4.35
17:40:36:605,-2.96,-10.66,4.16
17:40:36:637,-2.83,-10.94,3.88
17:40:36:640,-2.71,-11.21,3.63
17:40:36:645,-2.59,-11.46,3.32
17:40:36:647,-2.49,-11.70,2.99
17:40:36:655,-2.39,-11.94,2.64
17:40:36:664,-2.33,-12.13,2.26
17:40:36:673,-2.29,-12.29,1.85
17:40:36:683,-2.24,-12.41,1.40
17:40:36:697,-2.20,-12.49,0.89
17:40:36:702,-2.20,-12.59,0.37
17:40:36:713,-2.25,-12.67,-0.07
17:40:36:721,-2.30,-12.71,-0.44
17:40:36:754,-2.40,-12.71,-0.75
17:40:36:756,-2.50,-12.64,-1.06
17:40:36:760,-2.62,-12.53,-1.40
17:40:36:762,-2.73,-12.41,-1.78
17:40:36:770,-2.88,-12.29,-2.14
17:40:36:780,-3.03,-12.15,-2.46
17:40:36:790,-3.13,-11.96,-2.76
17:40:36:800,-3.23,-11.69,-3.03
17:40:36:838,-3.20,-11.35,-3.32
17:40:36:841,-3.06,-10.98,-3.58
17:40:36:844,-2.89,-10.61,-3.77
17:40:36:847,-2.70,-10.24,-3.94
17:40:36:850,-2.60,-9.89,-4.03
17:40:36:858,-2.59,-9.53,-4.11
17:40:36:867,-2.68,-9.17,-4.16
17:40:36:880,-2.83,-8.76,-4.11
17:40:36:887,-2.96,-8.28,-4.05
17:40:36:897,-3.06,-7.75,-3.93
17:40:36:906,-3.06,-7.22,-3.82
17:40:36:943,-3.02,-6.72,-3.64
17:40:36:947,-2.90,-6.25,-3.34
17:40:36:949,-2.77,-5.77,-2.99
17:40:36:952,-2.62,-5.26,-2.47
17:40:36:955,-2.48,-4.72,-1.91
17:40:36:965,-2.37,-4.18,-1.34
17:40:36:974,-2.22,-3.68,-0.79
17:40:36:984,-2.06,-3.19,-0.28
17:40:36:998,-1.86,-2.74,0.20
17:40:37:3,-1.66,-2.33,0.61
17:40:37:15,-1.46,-1.93,0.96
17:40:37:21,-1.27,-1.55,1.25
17:40:37:67,-1.09,-1.20,1.49
17:40:37:71,-0.89,-0.86,1.73
17:40:37:74,-0.69,-0.54,2.01
17:40:37:78,-0.41,-0.25,2.28
17:40:37:81,-0.03,0.03,2.53
17:40:37:141,0.43,0.29,2.74
17:40:37:142,0.95,0.55,2.90
17:40:37:144,1.45,0.77,3.00
17:40:37:147,1.86,0.91,3.02
17:40:37:149,2.16,0.98,2.93
17:40:37:152,2.34,0.99,2.74
17:40:37:153,2.38,0.98,2.45
17:40:37:155,2.31,0.99,2.09
17:40:37:167,2.16,1.03,1.66
17:40:37:169,1.97,1.05,1.17
17:40:37:183,1.78,1.02,0.65
17:40:37:186,1.54,0.95,0.13
17:40:37:223,1.28,0.83,-0.33
17:40:37:227,0.90,0.71,-0.70
17:40:37:229,0.42,0.61,-1.04
17:40:37:231,-0.11,0.51,-1.36
17:40:37:238,-0.60,0.42,-1.68
17:40:37:273,-0.93,0.33,-1.98
17:40:37:278,-1.10,0.29,-2.19
17:40:37:279,-1.10,0.34,-2.22
17:40:37:280,-1.08,0.44,-2.17
17:40:37:287,-1.09,0.57,-1.99
17:40:37:298,-1.05,0.66,-1.72
17:40:37:303,-1.02,0.71,-1.48
17:40:37:314,-0.99,0.77,-1.20
17:40:37:322,-1.02,0.82,-0.93
17:40:37:332,-1.15,0.89,-0.62
17:40:37:341,-1.37,0.98,-0.24
17:40:37:378,-1.55,1.08,0.18
17:40:37:382,-1.60,1.15,0.56
17:40:37:383,-1.54,1.21,0.91
17:40:37:385,-1.33,1.24,1.25
17:40:37:390,-1.13,1.23,1.61
17:40:37:400,-1.02,1.26,2.04
17:40:37:410,-1.00,1.32,2.46
17:40:37:420,-1.09,1.32,2.88
17:40:37:432,-4.87,-3.25,5.43
17:40:37:439,-7.76,-8.19,10.70
17:40:37:450,-8.33,-13.18,12.38
17:40:37:458,-3.55,-12.99,9.68
17:40:37:505,4.16,-4.20,7.84
17:40:37:512,9.05,5.30,1.52
17:40:37:515,10.96,12.16,-0.42
17:40:37:519,10.72,9.74,1.82
17:40:37:522,11.05,5.03,0.33
17:40:37:526,11.27,1.01,4.86
17:40:37:529,12.54,-1.57,7.95
17:40:37:538,9.42,-0.64,8.84
17:40:37:550,6.36,-1.85,9.85
17:40:37:556,5.38,-3.78,6.16
17:40:37:600,4.54,-4.25,3.31
17:40:37:605,7.00,-4.27,2.91
17:40:37:608,10.99,-5.88,3.12
17:40:37:614,14.96,-7.79,5.18
17:40:37:617,16.17,-5.38,6.84
17:40:37:621,13.35,-3.49,8.53
17:40:37:625,8.77,-0.38,9.23
17:40:37:634,4.01,2.36,9.01
17:40:37:643,1.39,0.93,10.64
17:40:37:654,1.05,0.36,11.72
17:40:37:701,1.27,0.50,13.39
17:40:37:705,1.99,0.88,14.49
17:40:37:708,3.00,0.93,13.42
17:40:37:712,3.58,1.07,12.40
17:40:37:715,4.00,1.31,11.37
17:40:37:718,4.03,1.69,10.28
17:40:37:721,3.79,1.92,9.73
17:40:37:730,3.47,1.96,9.52
17:40:37:740,2.94,1.92,9.64
17:40:37:772,2.40,1.84,9.78
17:40:37:775,2.11,1.90,9.70
17:40:37:779,2.02,1.98,9.44
17:40:37:781,2.00,2.08,8.95
17:40:37:788,2.06,2.19,8.23
17:40:37:798,1.91,2.18,7.48
17:40:37:807,1.70,2.11,6.82
17:40:37:818,1.52,2.08,6.21
17:40:37:827,1.40,2.03,5.72
17:40:37:837,1.32,2.04,5.28
17:40:37:878,1.26,2.05,4.85
17:40:37:882,1.32,2.07,4.40
17:40:37:886,1.39,2.13,3.93
17:40:37:890,1.41,2.20,3.44
17:40:37:893,1.32,2.22,2.95
17:40:37:896,1.22,2.21,2.48
17:40:37:912,1.11,2.12,2.06
17:40:37:916,1.03,2.01,1.70
17:40:37:924,1.07,1.98,1.25
17:40:37:934,1.06,1.97,0.86
17:40:37:944,1.04,1.95,0.47
17:40:37:980,1.07,1.93,0.06
17:40:37:983,1.05,1.87,-0.26
17:40:37:985,1.00,1.76,-0.52
17:40:37:987,0.95,1.64,-0.72
17:40:37:992,0.87,1.54,-0.82
17:40:38:2,0.83,1.43,-0.89
17:40:38:16,0.81,1.35,-0.94
17:40:38:22,0.77,1.29,-0.96
17:40:38:34,0.73,1.22,-0.98
17:40:38:41,0.70,1.15,-1.00
17:40:38:113,0.67,1.07,-1.02
17:40:38:115,0.64,1.00,-1.06
17:40:38:117,0.63,0.93,-1.12
17:40:38:120,0.60,0.88,-1.22
17:40:38:121,0.56,0.81,-1.33
17:40:38:123,0.52,0.73,-1.46
17:40:38:125,0.50,0.65,-1.56
17:40:38:126,0.48,0.56,-1.62
17:40:38:134,0.47,0.51,-1.67
17:40:38:138,0.46,0.46,-1.67
17:40:38:173,0.46,0.40,-1.68
17:40:38:176,0.43,0.35,-1.60
17:40:38:178,0.40,0.29,-1.51
17:40:38:212,0.37,0.25,-1.40
17:40:38:215,0.34,0.21,-1.31
17:40:38:217,0.32,0.16,-1.25
17:40:38:225,0.30,0.12,-1.21
17:40:38:235,0.27,0.08,-1.14
17:40:38:279,0.25,0.06,-1.04
17:40:38:281,0.24,0.02,-0.91
17:40:38:283,0.23,-0.00,-0.77
17:40:38:286,0.21,-0.02,-0.66
17:40:38:287,0.18,-0.06,-0.59
17:40:38:293,0.15,-0.09,-0.58
17:40:38:303,0.12,-0.12,-0.60
17:40:38:317,0.11,-0.15,-0.62
17:40:38:323,0.11,-0.16,-0.63
17:40:38:333,0.10,-0.16,-0.55
17:40:38:342,0.10,-0.15,-0.45
17:40:38:352,0.08,-0.15,-0.33
17:40:38:361,0.06,-0.16,-0.21
17:40:38:404,0.03,-0.17,-0.14
17:40:38:408,0.02,-0.17,-0.08
17:40:38:410,0.02,-0.18,-0.06
17:40:38:415,0.01,-0.18,-0.06
17:40:38:417,0.01,-0.19,-0.07
17:40:38:424,-0.01,-0.19,-0.09
17:40:38:435,-0.02,-0.19,-0.10
17:40:38:439,-0.03,-0.17,-0.09
17:40:38:451,-0.03,-0.16,-0.08
17:40:38:458,-0.03,-0.14,-0.04
17:40:38:503,-0.03,-0.13,0.02
17:40:38:506,-0.03,-0.12,0.07
17:40:38:509,-0.03,-0.11,0.11
17:40:38:510,-0.04,-0.12,0.15
17:40:38:515,-0.04,-0.11,0.15
17:40:38:518,-0.04,-0.11,0.13
17:40:38:527,-0.05,-0.11,0.14
17:40:38:536,-0.05,-0.10,0.15
17:40:38:551,-0.05,-0.08,0.18
17:40:38:556,-0.06,-0.06,0.21
17:40:38:568,-0.06,-0.06,0.21
17:40:38:575,-0.05,-0.06,0.18
17:40:38:619,-0.06,-0.07,0.14
17:40:38:622,-0.04,-0.08,0.08
17:40:38:624,-0.03,-0.06,0.03
17:40:38:626,-0.02,-0.06,0.00
17:40:38:630,-0.01,-0.04,-0.03
17:40:38:633,-0.02,-0.04,-0.05
17:40:38:643,-0.01,-0.04,-0.05
17:40:38:686,-0.03,-0.04,-0.05
17:40:38:689,-0.03,-0.03,-0.01
17:40:38:692,-0.02,-0.01,0.05
17:40:38:694,-0.02,0.00,0.11
17:40:38:698,-0.01,0.01,0.14
17:40:38:706,-0.00,0.02,0.14
17:40:38:713,-0.01,0.00,0.12
17:40:38:721,-0.01,0.00,0.09
17:40:38:733,-0.02,-0.00,0.06
17:40:38:740,-0.02,-0.01,0.03
17:40:38:750,-0.01,-0.00,0.02
17:40:38:759,-0.01,0.00,0.01
17:40:38:800,-0.00,0.01,0.01
17:40:38:803,-0.00,0.02,0.02
17:40:38:805,0.00,0.02,0.02
17:40:38:807,0.00,0.02,0.04
17:40:38:809,0.00,0.02,0.05
17:40:38:818,0.00,0.01,0.03
17:40:38:827,0.00,0.01,0.02
17:40:38:837,0.01,0.01,-0.01
17:40:38:883,0.01,0.02,-0.03
17:40:38:887,0.02,0.02,-0.02
17:40:38:889,0.02,0.02,0.00
17:40:38:891,0.02,0.02,0.02
17:40:38:905,0.01,0.01,0.01
17:40:38:919,0.01,0.01,-0.01
17:40:38:925,0.01,-0.01,-0.02
17:40:38:944,0.02,0.01,0.00
17:40:38:999,0.03,0.01,0.02
17:40:39:2,0.03,0.02,0.04
17:40:39:4,0.02,0.02,0.05
17:40:39:6,0.01,0.01,0.02
17:40:39:9,-0.01,0.00,-0.03
17:40:39:10,-0.01,-0.00,-0.07
17:40:39:13,-0.00,0.01,-0.08
17:40:39:22,-0.00,-0.00,-0.05
17:40:39:34,0.00,0.01,0.02
17:40:39:41,0.00,0.01,0.09
17:40:39:51,0.00,0.01,0.12
17:40:39:60,-0.01,0.02,0.12
17:40:39:165,-0.01,0.01,0.09
17:40:39:167,-0.01,-0.00,0.02
17:40:39:169,-0.02,-0.01,-0.05
17:40:39:170,-0.01,-0.01,-0.11
17:40:39:171,-0.02,-0.02,-0.12
17:40:39:173,-0.02,-0.01,-0.11
17:40:39:174,-0.02,0.00,-0.09
17:40:39:175,-0.02,0.00,-0.01
17:40:39:177,-0.01,0.00,0.06
17:40:39:179,-0.01,0.00,0.13
17:40:39:180,-0.00,0.01,0.19
17:40:39:182,-0.01,0.00,0.17
17:40:39:213,-0.02,0.00,0.11
17:40:39:216,-0.04,-0.01,0.01
17:40:39:217,-0.04,-0.03,-0.07
17:40:39:219,-0.03,-0.03,-0.07
17:40:39:225,-0.02,-0.02,-0.03
17:40:39:235,-0.00,-0.01,0.06
17:40:39:245,-0.00,0.00,0.09
17:40:39:275,-0.01,0.00,0.07
17:40:39:277,-0.02,0.00,0.06
17:40:39:278,-0.03,-0.01,0.01
17:40:39:286,-0.03,-0.02,-0.00
17:40:39:294,-0.02,-0.01,0.01
17:40:39:338,-0.02,0.00,0.02
17:40:39:342,-0.02,0.00,0.02
17:40:39:345,-0.02,0.00,0.01
17:40:39:348,-0.02,-0.01,0.02
17:40:39:362,-0.01,0.00,0.04
17:40:39:366,-0.00,0.01,0.06
17:40:39:371,-0.01,0.01,0.06
17:40:39:385,-0.00,0.01,0.06
17:40:39:391,-0.01,-0.00,0.04
17:40:39:425,-0.02,-0.01,0.01
17:40:39:427,-0.01,-0.01,0.00
17:40:39:429,-0.01,-0.00,-0.02
17:40:39:439,0.00,0.01,0.00
17:40:39:451,-0.01,0.01,0.01
17:40:39:459,-0.02,-0.00,0.04
17:40:39:468,-0.01,0.01,0.05
17:40:39:478,-0.02,0.01,0.05
17:40:39:509,-0.01,-0.00,0.03
17:40:39:511,-0.01,0.01,0.01
17:40:39:515,-0.01,-0.00,-0.02
17:40:39:517,-0.01,-0.00,-0.05
17:40:39:526,-0.01,0.01,-0.06
17:40:39:536,-0.01,0.01,-0.06
17:40:39:546,-0.00,0.02,-0.03
17:40:39:556,-0.00,0.01,0.01
17:40:39:590,-0.00,0.01,0.04
17:40:39:593,0.00,0.01,0.06
17:40:39:594,-0.01,0.01,0.07
17:40:39:596,-0.01,0.01,0.06
17:40:39:604,-0.03,-0.00,0.04
17:40:39:618,-0.03,-0.00,0.01
17:40:39:624,-0.04,-0.00,-0.02
17:40:39:634,-0.03,0.01,-0.03
17:40:39:643,-0.02,0.01,-0.02
17:40:39:653,-0.03,0.01,-0.00
17:40:39:662,-0.02,0.01,0.02
17:40:39:699,-0.02,0.01,0.04
17:40:39:702,-0.01,0.02,0.05
17:40:39:704,-0.00,0.01,0.05
17:40:39:705,0.00,-0.00,0.03
17:40:39:711,0.00,-0.00,0.01
17:40:39:721,-0.00,-0.01,-0.02
17:40:39:736,-0.00,-0.00,-0.03
17:40:39:740,-0.01,0.00,-0.01
17:40:39:751,-0.01,0.00,0.01
17:40:39:760,-0.01,0.01,0.04
17:40:39:770,-0.01,0.01,0.05
17:40:39:819,-0.01,0.01,0.04
17:40:39:822,-0.01,0.01,0.03
17:40:39:824,-0.00,0.00,0.03
17:40:39:826,0.00,-0.01,0.01
17:40:39:828,0.00,-0.02,-0.00
17:40:39:838,0.00,-0.02,-0.01
17:40:39:847,-0.01,-0.01,-0.01
17:40:39:857,-0.01,0.00,0.01
17:40:39:902,-0.02,0.01,0.03
17:40:39:906,-0.01,0.01,0.05
17:40:39:908,-0.02,0.01,0.05
17:40:39:910,-0.02,0.00,0.02
17:40:39:912,-0.02,0.00,-0.02
17:40:39:920,-0.03,0.00,-0.04
17:40:39:936,-0.03,0.01,-0.01
17:40:39:944,-0.03,0.00,0.01
17:40:39:955,-0.03,0.00,0.03
17:40:39:964,-0.02,0.00,0.04
17:40:40:22,-0.03,0.00,0.04
17:40:40:25,-0.03,0.00,0.04
17:40:40:29,-0.02,0.01,0.04
17:40:40:32,-0.03,0.01,0.04
17:40:40:34,-0.03,0.00,0.05
17:40:40:35,-0.03,0.01,0.06
17:40:40:37,-0.03,0.00,0.08
17:40:40:45,-0.03,0.00,0.09
17:40:40:53,-0.02,0.01,0.08
17:40:40:61,-0.02,0.01,0.06
17:40:40:93,-0.03,0.01,0.01
17:40:40:152,-0.03,-0.00,-0.03
17:40:40:153,-0.03,-0.00,-0.05
17:40:40:155,-0.02,-0.00,-0.05
17:40:40:156,-0.01,-0.00,-0.01
17:40:40:159,-0.01,0.01,0.03
17:40:40:160,-0.01,-0.00,0.04
17:40:40:162,-0.01,-0.00,0.03
17:40:40:163,-0.02,-0.00,-0.01
17:40:40:165,-0.02,-0.01,-0.04
17:40:40:171,-0.03,-0.00,-0.04
17:40:40:177,-0.03,0.01,-0.02
17:40:40:210,-0.03,0.01,0.02
17:40:40:212,-0.02,0.02,0.04
17:40:40:220,-0.02,-0.00,0.01
17:40:40:226,-0.01,-0.00,-0.01
17:40:40:236,-0.02,-0.00,-0.01
17:40:40:245,-0.02,-0.00,0.02
17:40:40:255,-0.01,0.01,0.06
17:40:40:292,-0.01,0.01,0.08
17:40:40:295,-0.01,0.01,0.10
17:40:40:297,-0.02,0.01,0.08
17:40:40:300,-0.03,-0.00,0.06
17:40:40:306,-0.03,-0.01,0.03
17:40:40:313,-0.04,-0.02,0.01
17:40:40:323,-0.03,-0.02,0.00
17:40:40:335,-0.02,-0.01,-0.01
17:40:40:343,-0.02,-0.00,0.00
17:40:40:353,-0.01,0.01,0.01
17:40:40:362,-0.01,-0.00,0.02
17:40:40:372,-0.01,-0.01,0.03
17:40:40:382,-0.00,-0.01,0.04
17:40:40:422,-0.00,-0.01,0.03
17:40:40:425,-0.01,-0.00,0.03
17:40:40:427,-0.01,0.01,0.03
17:40:40:430,-0.03,0.01,0.01
17:40:40:432,-0.03,-0.00,0.01
17:40:40:440,-0.02,-0.00,0.01
17:40:40:454,-0.02,-0.00,0.01
17:40:40:459,-0.01,-0.00,0.01
17:40:40:469,-0.01,0.01,0.01
17:40:40:479,-0.01,0.01,0.01
17:40:40:520,-0.01,0.01,0.00
17:40:40:523,-0.01,-0.00,-0.01
17:40:40:527,-0.00,0.01,0.01
17:40:40:537,-0.00,0.02,0.03
17:40:40:547,-0.01,0.02,0.03
17:40:40:557,-0.02,0.02,0.04
17:40:40:605,-0.03,0.01,0.03
17:40:40:608,-0.03,0.01,0.02
17:40:40:610,-0.02,0.01,0.01
17:40:40:612,-0.01,0.01,-0.01
17:40:40:613,0.00,0.01,-0.02
17:40:40:616,0.00,-0.00,-0.02
17:40:40:625,0.00,-0.00,-0.01
17:40:40:638,0.00,-0.00,-0.00
17:40:40:644,0.00,-0.00,0.01
17:40:40:654,0.00,0.01,-0.00
17:40:40:663,0.00,0.01,-0.01
17:40:40:705,0.00,0.01,-0.00
17:40:40:708,0.01,0.01,0.01
17:40:40:711,-0.00,-0.00,0.01
17:40:40:713,0.01,-0.01,0.02
17:40:40:716,0.01,-0.02,0.02
17:40:40:725,0.01,-0.02,0.00
17:40:40:732,0.02,-0.00,0.01
17:40:40:741,0.01,0.01,0.01
17:40:40:754,0.01,0.02,0.02
17:40:40:761,0.01,0.02,0.01
17:40:40:771,0.01,-0.00,-0.00
17:40:40:780,0.01,-0.01,-0.01
17:40:40:823,-0.00,-0.01,-0.00
17:40:40:826,-0.00,-0.01,0.01
17:40:40:828,-0.00,-0.00,0.02
17:40:40:830,-0.00,0.01,0.03
17:40:40:834,0.01,-0.00,0.02
17:40:40:841,0.01,-0.01,0.01
17:40:40:848,0.01,-0.01,-0.00
17:40:40:858,0.01,-0.01,-0.01
17:40:40:904,0.01,-0.01,0.00
17:40:40:907,0.02,-0.01,0.01
17:40:40:910,0.02,-0.00,0.00
17:40:40:916,0.01,-0.00,-0.01
17:40:40:926,-0.00,-0.00,0.00
17:40:40:939,-0.00,-0.00,0.00
17:40:40:945,-0.01,-0.00,-0.01
17:40:40:955,-0.02,0.01,-0.01
17:40:40:964,-0.01,0.01,-0.02
17:40:41:20,-0.01,0.01,-0.01
17:40:41:25,-0.01,0.01,0.01
17:40:41:29,0.00,0.01,0.02
17:40:41:35,0.00,0.01,0.02
17:40:41:40,0.00,-0.00,0.01
17:40:41:42,-0.01,-0.00,-0.00
17:40:41:44,-0.01,-0.00,-0.01
17:40:41:47,-0.01,-0.00,-0.00
17:40:41:57,-0.01,0.01,0.01
17:40:41:61,0.00,0.01,0.01
17:40:41:71,-0.01,0.01,0.01
17:40:41:81,-0.01,0.01,-0.00
17:40:41:112,-0.01,0.01,-0.00
17:40:41:170,-0.01,0.01,0.01
17:40:41:172,0.00,0.01,0.02
17:40:41:173,0.00,0.01,0.03
17:40:41:174,0.00,0.01,0.02
17:40:41:176,-0.01,0.01,0.02
17:40:41:178,-0.02,0.01,0.02
17:40:41:179,-0.03,0.01,0.03
17:40:41:181,-0.03,0.01,0.03
17:40:41:188,-0.02,0.01,0.02
17:40:41:197,-0.01,0.01,0.01
17:40:41:229,0.00,0.01,-0.00
17:40:41:232,0.00,0.01,-0.01
17:40:41:236,-0.01,0.01,-0.01
17:40:41:238,-0.02,-0.00,-0.00
17:40:41:246,-0.02,-0.00,0.01
17:40:41:256,-0.02,-0.00,0.01
17:40:41:265,-0.01,-0.00,0.00
17:40:41:302,-0.01,0.01,-0.00
17:40:41:306,-0.01,0.01,-0.01
17:40:41:309,-0.01,0.01,-0.01
17:40:41:311,-0.01,0.01,0.00
17:40:41:314,-0.00,0.01,0.01
17:40:41:324,-0.01,-0.00,0.01
17:40:41:338,-0.01,-0.00,0.02
17:40:41:343,-0.01,-0.01,0.02
17:40:41:353,-0.02,-0.02,0.01
17:40:41:362,-0.01,-0.01,0.00
17:40:41:372,-0.01,-0.01,-0.01
17:40:41:382,-0.01,-0.01,-0.02
17:40:41:411,-0.00,0.00,-0.02
17:40:41:413,-0.00,-0.01,-0.02
17:40:41:415,-0.00,-0.01,-0.01
17:40:41:421,0.01,-0.01,-0.01
17:40:41:430,0.01,-0.02,0.00
17:40:41:440,-0.00,-0.01,-0.00
17:40:41:450,-0.01,-0.01,-0.00
17:40:41:460,-0.02,-0.01,0.01
17:40:41:506,-0.03,0.00,0.01
17:40:41:509,-0.03,0.00,0.02
17:40:41:511,-0.03,0.00,0.02
17:40:41:513,-0.02,0.00,0.01
17:40:41:522,-0.01,0.00,-0.00
17:40:41:528,0.00,-0.01,-0.01
17:40:41:539,0.01,-0.01,-0.01
17:40:41:547,0.01,-0.01,0.01
17:40:41:557,0.01,-0.01,0.02
17:40:41:567,0.00,-0.01,0.04
17:40:41:610,-0.01,-0.01,0.03
17:40:41:613,-0.01,-0.01,0.03
17:40:41:616,-0.01,0.00,0.02
17:40:41:618,-0.02,0.00,0.02
17:40:41:626,-0.02,-0.01,0.02
17:40:41:640,-0.02,-0.00,0.01
17:40:41:644,-0.02,-0.01,-0.00
17:40:41:656,-0.01,-0.02,-0.01
17:40:41:664,-0.00,-0.01,-0.02
17:40:41:674,-0.00,-0.01,-0.01
17:40:41:683,-0.00,-0.00,-0.00
17:40:41:724,-0.00,0.01,0.01
17:40:41:728,-0.00,0.01,0.02
17:40:41:730,-0.00,0.01,0.01
17:40:41:732,-0.00,0.01,0.00
17:40:41:735,-0.00,-0.00,-0.00
17:40:41:742,-0.01,-0.00,-0.01
17:40:41:756,-0.01,-0.00,0.01
17:40:41:761,-0.01,-0.00,0.02
