time,x,y,z
17:40:47:73,-1.22,-2.46,3.12
17:40:47:108,-0.98,-2.34,3.01
17:40:47:112,-0.83,-2.16,2.94
17:40:47:114,-0.74,-2.01,2.87
17:40:47:116,-0.64,-1.91,2.78
17:40:47:124,-0.51,-1.87,2.71
17:40:47:159,-0.40,-1.85,2.69
17:40:47:164,-0.28,-1.87,2.71
17:40:47:165,-0.22,-1.99,2.66
17:40:47:167,-0.14,-2.17,2.50
17:40:47:170,-0.07,-2.41,2.27
17:40:47:181,0.05,-2.68,1.99
17:40:47:239,0.23,-2.85,1.72
17:40:47:240,0.48,-2.87,1.59
17:40:47:242,0.89,-2.99,1.55
17:40:47:244,1.05,-3.02,1.48
17:40:47:246,1.26,-3.00,1.54
17:40:47:248,1.39,-2.99,1.53
17:40:47:250,1.32,-3.01,1.47
17:40:47:257,1.43,-3.12,1.45
17:40:47:291,1.53,-3.12,1.38
17:40:47:293,1.67,-3.01,1.46
17:40:47:296,1.96,-2.59,1.52
17:40:47:298,2.14,-2.29,1.42
17:40:47:306,2.19,-2.32,1.53
17:40:47:316,2.24,-2.53,1.54
17:40:47:325,2.14,-2.89,1.59
17:40:47:334,2.06,-3.06,1.77
17:40:47:345,2.07,-3.06,1.84
17:40:47:376,1.99,-3.05,1.92
17:40:47:379,1.97,-2.93,1.95
17:40:47:383,2.06,-2.76,1.88
17:40:47:385,2.15,-2.57,1.56
17:40:47:393,2.42,-2.33,1.18
17:40:47:402,2.87,-2.00,0.92
17:40:47:417,3.41,-1.69,0.83
17:40:47:422,4.14,-1.35,0.90
17:40:47:433,4.82,-0.93,1.00
17:40:47:441,5.44,-0.81,1.04
17:40:47:451,5.95,-1.10,1.17
17:40:47:461,6.15,-1.37,1.34
17:40:47:497,6.68,-1.94,1.79
17:40:47:502,7.53,-2.77,3.73
17:40:47:505,8.79,-3.24,6.09
17:40:47:509,9.60,-3.65,7.56
17:40:47:513,10.00,-3.73,7.57
17:40:47:524,9.91,-3.24,5.53
17:40:47:535,9.11,-2.72,2.77
17:40:47:541,8.56,-2.01,1.00
17:40:47:574,7.84,-1.74,0.45
17:40:47:579,7.15,-1.69,0.53
17:40:47:581,6.70,-1.70,0.71
17:40:47:583,6.58,-1.99,0.61
17:40:47:590,6.45,-1.66,0.31
17:40:47:600,6.29,-1.10,-0.28
17:40:47:606,6.07,-0.43,-0.94
17:40:47:616,5.64,0.15,-1.49
17:40:47:626,5.18,0.37,-1.88
17:40:47:635,4.65,0.46,-2.01
17:40:47:674,4.14,0.43,-2.02
17:40:47:677,3.72,0.47,-1.97
17:40:47:680,3.38,0.42,-1.88
17:40:47:682,2.99,0.24,-1.76
17:40:47:684,2.53,0.02,-1.59
17:40:47:694,1.99,-0.13,-1.43
17:40:47:703,1.42,-0.11,-1.31
17:40:47:715,0.83,0.03,-1.20
17:40:47:723,0.28,0.39,-1.13
17:40:47:733,-0.15,0.88,-1.08
17:40:47:742,-0.43,1.44,-1.06
17:40:47:752,-0.49,2.02,-1.10
17:40:47:806,-0.42,2.29,-1.12
17:40:47:810,-0.35,2.50,-1.06
17:40:47:814,-0.34,2.56,-0.88
17:40:47:817,-0.37,2.53,-0.54
17:40:47:821,-0.36,2.71,-0.18
17:40:47:824,-0.29,2.81,0.04
17:40:47:827,-0.28,2.78,0.12
17:40:47:830,-0.32,2.68,-0.05
17:40:47:840,-0.42,2.50,-0.27
17:40:47:882,-0.64,2.16,-0.44
17:40:47:884,-0.83,1.89,-0.46
17:40:47:886,-0.88,1.72,-0.41
17:40:47:888,-0.67,1.75,-0.41
17:40:47:890,-0.50,1.89,-0.39
17:40:47:900,-0.43,2.06,-0.49
17:40:47:907,-0.72,2.24,-0.55
17:40:47:917,-1.40,2.16,-0.58
17:40:47:927,-1.99,2.00,-0.64
17:40:47:936,-2.43,1.85,-0.59
17:40:47:947,-2.69,1.73,-0.55
17:40:47:978,-2.81,1.75,-0.49
17:40:47:981,-2.86,1.84,-0.51
17:40:47:983,-2.90,2.08,-0.85
17:40:47:986,-2.79,2.32,-1.20
17:40:47:995,-2.43,2.55,-1.62
17:40:48:4,-2.39,2.71,-1.85
17:40:48:17,-2.52,2.68,-1.61
17:40:48:24,-2.70,2.52,-1.27
17:40:48:34,-3.00,2.32,-0.73
17:40:48:43,-3.03,2.21,-0.26
17:40:48:74,-2.92,2.14,0.03
17:40:48:77,-2.93,2.04,0.19
17:40:48:79,-2.96,1.84,0.27
17:40:48:82,-2.89,1.60,0.26
17:40:48:92,-2.63,1.41,0.14
17:40:48:102,-2.18,1.37,-0.02
17:40:48:111,-1.84,1.42,-0.19
17:40:48:121,-1.70,1.45,-0.28
17:40:48:133,-1.72,1.42,-0.26
17:40:48:140,-1.75,1.32,-0.17
17:40:48:184,-1.68,1.21,-0.04
17:40:48:239,-1.38,1.18,-0.02
17:40:48:241,-0.86,1.20,-0.08
17:40:48:243,-0.33,1.22,-0.17
17:40:48:244,0.08,1.12,-0.23
17:40:48:246,0.22,0.87,-0.15
17:40:48:248,0.14,0.50,0.02
17:40:48:250,0.04,0.09,0.12
17:40:48:251,0.03,-0.09,0.08
17:40:48:252,0.19,-0.01,-0.12
17:40:48:254,0.53,0.31,-0.46
17:40:48:262,0.98,0.73,-0.80
17:40:48:267,1.58,0.92,-1.00
17:40:48:276,2.09,0.85,-1.02
17:40:48:308,2.33,0.57,-0.85
17:40:48:311,2.28,0.12,-0.61
17:40:48:313,1.77,-0.05,-0.48
17:40:48:316,1.22,0.04,-0.50
17:40:48:325,0.63,0.31,-0.76
17:40:48:335,-0.06,0.89,-1.07
17:40:48:344,-0.28,1.28,-1.42
17:40:48:354,-0.52,1.59,-1.77
17:40:48:397,-0.41,1.77,-1.94
17:40:48:400,-0.03,1.62,-1.95
17:40:48:403,0.30,1.51,-1.75
17:40:48:405,0.86,1.21,-1.40
17:40:48:407,1.28,0.88,-0.98
17:40:48:412,1.66,0.53,-0.60
17:40:48:422,1.84,0.23,-0.34
17:40:48:435,1.80,0.14,-0.29
17:40:48:442,1.61,0.23,-0.50
17:40:48:451,1.24,0.53,-0.82
17:40:48:461,0.86,0.91,-1.09
17:40:48:499,0.59,1.27,-1.23
17:40:48:502,0.51,1.48,-1.13
17:40:48:504,0.69,1.44,-0.93
17:40:48:506,0.93,1.25,-0.71
17:40:48:509,1.07,0.86,-0.55
17:40:48:519,0.96,0.49,-0.55
17:40:48:529,0.72,0.34,-0.68
17:40:48:539,0.51,0.28,-0.99
17:40:48:581,0.40,0.44,-1.32
17:40:48:584,0.47,0.75,-1.57
17:40:48:587,0.62,1.07,-1.71
17:40:48:590,0.75,1.43,-1.69
17:40:48:591,0.80,1.70,-1.57
17:40:48:603,0.70,1.79,-1.42
17:40:48:607,0.44,1.74,-1.26
17:40:48:619,0.13,1.57,-1.19
17:40:48:626,-0.11,1.32,-1.33
17:40:48:636,-0.16,1.10,-1.60
17:40:48:645,-0.02,0.97,-1.92
17:40:48:655,0.07,0.89,-2.18
17:40:48:698,0.11,0.84,-2.31
17:40:48:701,0.03,0.82,-2.39
17:40:48:702,-0.24,0.86,-2.44
17:40:48:705,-0.51,1.00,-2.43
17:40:48:707,-0.80,1.20,-2.38
17:40:48:720,-1.02,1.39,-2.27
17:40:48:725,-1.11,1.51,-2.08
17:40:48:736,-1.05,1.48,-1.89
17:40:48:743,-0.87,1.43,-1.70
17:40:48:752,-0.68,1.36,-1.56
17:40:48:762,-0.45,1.26,-1.54
17:40:48:801,-0.25,1.10,-1.65
17:40:48:804,-0.17,0.84,-1.84
17:40:48:807,-0.20,0.54,-2.00
17:40:48:809,-0.35,0.39,-2.04
17:40:48:811,-0.73,0.24,-2.00
17:40:48:820,-1.19,0.13,-1.90
17:40:48:830,-1.50,0.19,-1.70
17:40:48:840,-1.77,0.21,-1.39
17:40:48:881,-1.85,0.24,-1.04
17:40:48:883,-1.93,0.36,-0.63
17:40:48:886,-2.08,0.32,-0.30
17:40:48:889,-2.13,0.14,-0.08
17:40:48:891,-2.05,-0.07,0.12
17:40:48:902,-1.61,-0.35,0.29
17:40:48:908,-0.84,-0.63,0.22
17:40:48:920,0.01,-0.25,0.03
17:40:48:927,0.27,-0.14,-0.10
17:40:48:937,-0.07,-0.59,0.05
17:40:48:947,-0.84,-0.43,0.69
17:40:48:956,-1.65,-0.89,1.30
17:40:49:13,-1.85,-0.87,1.75
17:40:49:18,-1.57,-0.23,1.78
17:40:49:20,-1.09,-0.28,1.32
17:40:49:22,-0.70,-0.33,0.88
17:40:49:24,-0.41,-0.58,0.52
17:40:49:26,-0.22,-0.81,0.41
17:40:49:28,-0.16,-0.91,0.59
17:40:49:36,-0.19,-0.79,0.94
17:40:49:44,-0.19,-0.38,1.24
17:40:49:53,-0.25,0.21,1.34
17:40:49:63,-0.27,0.82,1.21
17:40:49:95,-0.20,1.21,0.84
17:40:49:98,-0.08,1.39,0.41
17:40:49:100,-0.04,1.30,0.07
17:40:49:102,-0.11,1.08,-0.09
17:40:49:111,-0.11,0.90,-0.07
17:40:49:121,-0.03,0.75,-0.01
17:40:49:183,0.19,0.67,-0.03
17:40:49:185,0.61,0.69,-0.18
17:40:49:186,0.94,0.72,-0.37
17:40:49:189,1.06,0.64,-0.57
17:40:49:191,1.10,0.52,-0.72
17:40:49:193,1.00,0.38,-0.80
17:40:49:194,0.85,0.35,-0.91
17:40:49:202,0.77,0.40,-1.06
17:40:49:209,0.61,0.50,-1.27
17:40:49:244,0.46,0.59,-1.49
17:40:49:248,0.31,0.54,-1.58
17:40:49:251,0.05,0.47,-1.49
17:40:49:252,-0.04,0.25,-1.13
17:40:49:259,-0.13,0.01,-0.54
17:40:49:294,-0.14,-0.24,0.09
17:40:49:297,-0.10,-0.44,0.63
17:40:49:300,-0.13,-0.42,0.98
17:40:49:302,-0.11,-0.37,1.08
17:40:49:309,-0.20,-0.29,1.02
17:40:49:319,-0.32,-0.24,0.82
17:40:49:325,-0.45,-0.34,0.54
17:40:49:338,-0.66,-0.45,0.25
17:40:49:345,-0.84,-0.51,-0.00
17:40:49:355,-0.96,-0.56,-0.13
17:40:49:364,-1.05,-0.54,-0.19
17:40:49:419,-1.10,-0.54,-0.14
17:40:49:423,-1.13,-0.59,-0.04
17:40:49:426,-1.11,-0.67,0.08
17:40:49:428,-1.07,-0.74,0.17
17:40:49:430,-1.03,-0.76,0.19
17:40:49:433,-1.01,-0.71,0.13
17:40:49:436,-0.96,-0.63,-0.04
17:40:49:442,-0.91,-0.54,-0.23
17:40:49:453,-0.78,-0.40,-0.41
17:40:49:461,-0.57,-0.25,-0.53
17:40:49:471,-0.41,-0.16,-0.57
17:40:49:481,-0.29,-0.12,-0.60
17:40:49:512,-0.16,-0.14,-0.66
17:40:49:515,-0.09,-0.21,-0.78
17:40:49:518,-0.09,-0.26,-0.93
17:40:49:520,-0.08,-0.23,-1.11
17:40:49:529,-0.05,-0.19,-1.31
17:40:49:539,0.06,-0.12,-1.47
17:40:49:552,0.24,-0.06,-1.61
17:40:49:558,0.38,0.00,-1.63
17:40:49:570,0.45,0.01,-1.56
17:40:49:578,0.45,-0.09,-1.40
17:40:49:611,0.37,-0.13,-1.19
17:40:49:613,0.34,-0.07,-1.05
17:40:49:617,0.39,0.12,-1.00
17:40:49:619,0.46,0.48,-1.10
17:40:49:626,0.58,0.94,-1.30
17:40:49:637,0.70,1.35,-1.49
17:40:49:646,0.75,1.79,-1.63
17:40:49:656,0.78,2.25,-1.65
17:40:49:700,0.82,2.68,-1.55
17:40:49:703,0.81,3.08,-1.39
17:40:49:706,0.75,3.43,-1.18
17:40:49:708,0.61,3.69,-0.98
17:40:49:709,0.42,3.81,-0.84
17:40:49:714,0.23,3.88,-0.75
17:40:49:724,0.02,3.90,-0.70
17:40:49:737,-0.13,3.86,-0.65
17:40:49:743,-0.24,3.81,-0.59
17:40:49:753,-0.32,3.71,-0.44
17:40:49:762,-0.40,3.53,-0.24
17:40:49:772,-0.49,3.29,-0.04
17:40:49:782,-0.53,3.07,0.10
17:40:49:814,-0.57,2.86,0.13
17:40:49:817,-0.58,2.68,0.06
17:40:49:820,-0.52,2.53,-0.07
17:40:49:822,-0.46,2.35,-0.19
17:40:49:830,-0.43,2.12,-0.24
17:40:49:840,-0.41,1.84,-0.23
17:40:49:853,-0.34,1.56,-0.13
17:40:49:859,-0.26,1.34,-0.02
17:40:49:873,-0.11,1.11,0.10
17:40:49:879,0.07,0.85,0.22
17:40:49:922,0.15,0.51,0.33
17:40:49:925,0.07,0.03,0.26
17:40:49:927,0.02,-0.56,0.09
17:40:49:928,-0.46,-1.03,-0.14
17:40:49:930,-0.84,-1.27,-0.46
17:40:49:937,-1.14,-1.39,-0.64
17:40:49:947,-1.42,-1.32,-0.70
17:40:49:956,-1.26,-1.23,-0.65
17:40:49:994,-1.13,-1.26,-0.47
17:40:49:997,-0.92,-1.27,-0.18
17:40:49:999,-0.81,-1.30,0.11
17:40:50:1,-0.70,-1.55,0.44
17:40:50:9,-0.62,-1.87,0.77
17:40:50:15,-0.41,-2.18,1.11
17:40:50:24,-0.07,-2.52,1.48
17:40:50:37,0.33,-2.64,1.83
17:40:50:44,0.83,-2.77,2.19
17:40:50:54,1.23,-2.91,2.54
17:40:50:63,1.63,-3.05,2.91
17:40:50:95,1.98,-3.33,3.20
17:40:50:98,2.18,-3.56,3.38
17:40:50:104,2.20,-3.75,3.38
17:40:50:192,2.07,-3.86,3.17
17:40:50:194,1.91,-3.82,2.91
17:40:50:196,1.82,-3.75,2.75
17:40:50:198,1.95,-3.69,2.77
17:40:50:200,2.27,-3.66,2.98
17:40:50:202,2.64,-3.62,3.28
17:40:50:204,2.92,-3.53,3.49
17:40:50:206,2.97,-3.44,3.56
17:40:50:208,2.75,-3.37,3.46
17:40:50:210,2.43,-3.31,3.20
17:40:50:212,2.17,-3.26,2.90
17:40:50:214,2.00,-3.16,2.62
17:40:50:224,1.97,-2.99,2.39
17:40:50:228,1.96,-2.77,2.24
17:40:50:238,1.85,-2.57,2.08
17:40:50:248,1.69,-2.39,1.88
17:40:50:280,1.50,-2.28,1.63
17:40:50:282,1.33,-2.23,1.34
17:40:50:285,1.21,-2.12,1.11
17:40:50:287,1.11,-1.96,0.95
17:40:50:296,0.98,-1.75,0.87
17:40:50:328,0.82,-1.55,0.85
17:40:50:331,0.65,-1.36,0.81
17:40:50:334,0.48,-1.19,0.76
17:40:50:336,0.34,-1.02,0.66
17:40:50:345,0.20,-0.83,0.51
17:40:50:355,0.06,-0.64,0.32
17:40:50:364,-0.03,-0.44,0.12
17:40:50:374,-0.10,-0.25,-0.02
17:40:50:411,-0.15,-0.09,-0.04
17:40:50:414,-0.19,0.03,0.04
17:40:50:415,-0.22,0.16,0.21
17:40:50:418,-0.27,0.23,0.39
17:40:50:425,-0.14,-0.05,0.27
17:40:50:432,0.04,-0.44,-0.07
17:40:50:442,0.12,-0.65,-0.00
17:40:50:454,0.36,-1.00,-0.28
17:40:50:461,0.40,-0.90,-0.38
17:40:50:471,0.37,-0.50,-0.22
17:40:50:481,0.43,-0.16,-0.43
17:40:50:517,0.37,0.46,-0.15
17:40:50:520,0.33,1.03,0.36
17:40:50:522,0.29,1.50,0.80
17:40:50:524,0.14,1.90,1.03
17:40:50:529,-0.10,2.24,0.98
17:40:50:539,-0.34,2.42,0.66
17:40:50:549,-0.64,2.45,0.17
17:40:50:559,-0.87,2.34,-0.41
17:40:50:608,-0.87,2.08,-0.69
17:40:50:611,-0.94,1.75,-0.79
17:40:50:614,-0.95,1.49,-0.82
17:40:50:618,-1.03,1.26,-0.90
17:40:50:621,-1.32,1.28,-0.86
17:40:50:624,-1.52,1.51,-1.17
17:40:50:627,-1.73,1.68,-1.36
17:40:50:637,-1.83,1.94,-1.24
17:40:50:646,-1.79,2.18,-1.35
17:40:50:658,-1.68,2.33,-1.25
17:40:50:666,-1.56,2.53,-1.28
17:40:50:676,-1.71,2.40,-1.51
17:40:50:727,-2.08,1.82,-2.08
17:40:50:730,-2.36,1.52,-2.40
17:40:50:734,-2.46,1.39,-2.47
17:40:50:738,-2.24,1.38,-2.39
17:40:50:740,-1.94,1.68,-2.04
17:40:50:743,-1.85,1.75,-1.81
17:40:50:746,-1.98,1.66,-1.77
17:40:50:753,-2.12,1.61,-1.80
17:40:50:763,-2.21,1.53,-1.85
17:40:50:776,-2.14,1.42,-1.87
17:40:50:782,-1.98,1.40,-1.71
17:40:50:792,-1.92,1.40,-1.43
17:40:50:839,-1.86,1.35,-1.06
17:40:50:842,-1.83,1.27,-0.75
17:40:50:843,-1.79,1.11,-0.53
17:40:50:844,-1.65,0.94,-0.39
17:40:50:846,-1.50,0.85,-0.35
17:40:50:851,-1.33,0.78,-0.35
17:40:50:862,-1.16,0.72,-0.42
17:40:50:876,-1.05,0.65,-0.67
17:40:50:880,-1.05,0.56,-0.94
17:40:50:892,-0.98,0.31,-1.29
17:40:50:898,-0.85,-0.30,-1.68
17:40:50:933,-0.43,-0.66,-1.86
17:40:50:936,-0.15,-0.71,-1.85
17:40:50:939,0.01,-0.59,-1.61
17:40:50:940,0.01,-0.19,-1.14
17:40:50:950,-0.19,0.05,-0.59
17:40:50:960,-0.16,0.02,-0.13
17:40:50:967,-0.13,-0.06,0.21
17:40:50:976,-0.01,-0.09,0.40
17:40:50:992,0.01,-0.15,0.54
17:40:50:995,0.00,-0.17,0.65
17:40:51:33,-0.05,-0.09,0.78
17:40:51:36,-0.16,0.07,0.86
17:40:51:38,-0.30,0.24,0.86
17:40:51:41,-0.43,0.36,0.74
17:40:51:45,-0.51,0.43,0.53
17:40:51:59,-0.57,0.43,0.26
17:40:51:64,-0.55,0.38,-0.00
17:40:51:140,-0.51,0.33,-0.16
17:40:51:142,-0.50,0.26,-0.19
17:40:51:144,-0.47,0.20,-0.12
17:40:51:146,-0.47,0.18,0.05
17:40:51:148,-0.47,0.11,0.22
17:40:51:149,-0.41,0.03,0.29
17:40:51:151,-0.28,-0.09,0.19
17:40:51:154,-0.17,-0.13,0.07
17:40:51:155,-0.00,-0.14,0.06
17:40:51:166,0.11,-0.22,0.12
17:40:51:178,0.14,-0.25,0.32
17:40:51:181,0.21,-0.35,0.47
17:40:51:217,0.23,-0.36,0.53
17:40:51:222,0.31,-0.31,0.52
17:40:51:224,0.38,-0.29,0.52
17:40:51:225,0.40,-0.29,0.48
17:40:51:261,0.41,-0.35,0.36
17:40:51:263,0.36,-0.40,0.23
17:40:51:266,0.39,-0.46,0.12
17:40:51:268,0.48,-0.53,0.10
17:40:51:270,0.60,-0.58,0.23
17:40:51:283,0.67,-0.61,0.39
17:40:51:290,0.59,-0.60,0.47
17:40:51:305,0.41,-0.59,0.43
17:40:51:308,0.20,-0.61,0.26
17:40:51:316,0.02,-0.63,0.07
17:40:51:356,-0.07,-0.62,-0.08
17:40:51:360,-0.10,-0.60,-0.14
17:40:51:362,-0.12,-0.60,-0.13
17:40:51:364,-0.15,-0.61,-0.05
17:40:51:366,-0.18,-0.62,0.08
17:40:51:375,-0.18,-0.62,0.18
17:40:51:384,-0.11,-0.58,0.19
17:40:51:394,-0.03,-0.50,0.20
17:40:51:436,0.09,-0.43,0.18
17:40:51:439,0.16,-0.37,0.15
17:40:51:442,0.15,-0.32,0.16
17:40:51:444,0.11,-0.32,0.10
17:40:51:446,0.06,-0.31,0.01
17:40:51:457,-0.01,-0.32,-0.02
17:40:51:462,-0.02,-0.34,-0.05
17:40:51:473,-0.02,-0.31,-0.03
17:40:51:481,-0.01,-0.28,0.04
17:40:51:491,0.04,-0.25,0.12
17:40:51:500,0.11,-0.19,0.23
17:40:51:544,0.18,-0.16,0.33
17:40:51:547,0.20,-0.11,0.34
17:40:51:550,0.13,-0.05,0.29
17:40:51:554,0.02,-0.03,0.19
17:40:51:557,-0.14,0.02,0.10
17:40:51:566,-0.25,0.04,0.08
17:40:51:570,-0.33,0.06,0.13
17:40:51:579,-0.38,0.10,0.20
17:40:51:628,-0.41,0.13,0.25
17:40:51:631,-0.44,0.16,0.25
17:40:51:634,-0.45,0.19,0.21
17:40:51:637,-0.45,0.20,0.15
17:40:51:639,-0.41,0.20,0.12
17:40:51:641,-0.34,0.23,0.12
17:40:51:649,-0.26,0.26,0.11
17:40:51:659,-0.17,0.26,0.12
17:40:51:666,-0.10,0.26,0.11
17:40:51:675,-0.05,0.25,0.10
17:40:51:685,-0.03,0.22,0.06
17:40:51:746,0.01,0.23,-0.00
17:40:51:750,0.04,0.22,-0.07
17:40:51:753,0.07,0.16,-0.12
17:40:51:756,0.09,0.09,-0.10
17:40:51:758,0.10,0.03,-0.05
17:40:51:761,0.11,-0.04,0.00
17:40:51:764,0.12,-0.08,0.05
17:40:51:767,0.13,-0.09,0.09
17:40:51:775,0.14,-0.09,0.12
17:40:51:782,0.18,-0.11,0.15
17:40:51:792,0.21,-0.12,0.14
17:40:51:802,0.25,-0.13,0.09
17:40:51:848,0.28,-0.16,0.04
17:40:51:851,0.26,-0.18,0.03
17:40:51:855,0.21,-0.17,0.01
17:40:51:857,0.15,-0.20,-0.05
17:40:51:861,0.07,-0.18,-0.10
17:40:51:863,0.02,-0.16,-0.16
17:40:51:871,0.01,-0.15,-0.14
17:40:51:879,0.04,-0.13,-0.04
17:40:51:892,0.08,-0.10,0.04
17:40:51:899,0.11,-0.03,0.08
17:40:51:944,0.09,0.02,0.03
17:40:51:948,0.06,0.10,-0.06
17:40:51:951,0.01,0.14,-0.08
17:40:51:952,-0.04,0.13,-0.08
17:40:51:955,-0.08,0.12,-0.10
17:40:51:958,-0.12,0.11,-0.14
17:40:51:967,-0.15,0.07,-0.24
17:40:51:977,-0.13,0.07,-0.31
17:40:51:991,-0.04,0.04,-0.33
17:40:51:996,0.15,0.03,-0.41
17:40:52:35,0.31,0.14,-0.61
17:40:52:37,0.44,0.09,-0.73
17:40:52:39,0.38,0.01,-0.61
17:40:52:41,0.25,-0.04,-0.30
17:40:52:118,0.16,-0.11,0.19
17:40:52:119,0.10,0.01,0.65
17:40:52:120,0.19,0.13,0.92
17:40:52:124,0.16,0.25,0.96
17:40:52:126,0.15,0.28,0.48
17:40:52:128,-0.01,0.31,-0.15
17:40:52:129,-0.18,0.38,-0.75
17:40:52:130,-0.24,0.44,-0.98
17:40:52:132,-0.32,0.46,-0.55
17:40:52:133,-0.28,0.43,-0.06
17:40:52:146,-0.22,0.40,0.21
