time;x;y;z;gforce
0,0030;0,4456;-0,7661;0,5042;1,020
0,0220;0,4416;-0,7622;0,4964;1,011
0,0240;0,4378;-0,7661;0,4924;1,010
0,0850;0,4456;-0,7700;0,4964;1,019
0,0860;0,4456;-0,7622;0,4886;1,009
0,0880;0,4378;-0,7622;0,4847;1,004
0,0900;0,4378;-0,7622;0,4886;1,006
0,0930;0,4456;-0,7583;0,4924;1,008
0,0940;0,4416;-0,7583;0,4886;1,004
0,0960;0,4416;-0,7622;0,4847;1,005
0,1570;0,4416;-0,7661;0,4886;1,010
0,1600;0,4456;-0,7700;0,5042;1,023
0,1610;0,4416;-0,7700;0,5042;1,021
0,1630;0,4378;-0,7661;0,5042;1,016
0,1650;0,4416;-0,7661;0,5003;1,016
0,1660;0,4456;-0,7700;0,4964;1,019
0,1670;0,4534;-0,7661;0,4964;1,019
0,1710;0,4456;-0,7622;0,4924;1,011
0,1880;0,4378;-0,7622;0,4807;1,002
0,1900;0,4299;-0,7622;0,4847;1,000
0,2480;0,4299;-0,7661;0,4847;1,003
0,2500;0,4378;-0,7661;0,4924;1,010
0,2520;0,4573;-0,7661;0,5159;1,031
0,2540;0,4573;-0,7622;0,5159;1,028
0,2550;0,4534;-0,7661;0,5120;1,027
0,2590;0,4534;-0,7622;0,5120;1,024
0,2600;0,4495;-0,7583;0,4924;1,010
0,3090;0,4456;-0,7583;0,4847;1,004
0,3110;0,4456;-0,7622;0,4847;1,007
0,3130;0,4456;-0,7583;0,4924;1,008
0,3160;0,4456;-0,7544;0,4964;1,007
0,3170;0,4495;-0,7583;0,4964;1,012
0,3340;0,4495;-0,7583;0,5003;1,014
0,3360;0,4534;-0,7583;0,4964;1,013
0,3440;0,4573;-0,7622;0,5042;1,022
0,3650;0,4573;-0,7583;0,4964;1,015
0,3680;0,4495;-0,7622;0,4886;1,011
0,3700;0,4534;-0,7622;0,4847;1,011
0,4370;0,4378;-0,7583;0,4807;0,999
0,4400;0,4416;-0,7583;0,4807;1,001
0,4410;0,4495;-0,7583;0,4847;1,006
0,4430;0,4495;-0,7661;0,4964;1,018
0,4440;0,4495;-0,7661;0,5082;1,023
0,4460;0,4573;-0,7583;0,5042;1,019
0,4470;0,4495;-0,7622;0,4964;1,015
0,4600;0,4534;-0,7661;0,4886;1,015
0,4620;0,4612;-0,7661;0,4924;1,021
0,5060;0,4651;-0,7622;0,5003;1,024
0,5080;0,4612;-0,7661;0,4964;1,023
0,5100;0,4573;-0,7622;0,4964;1,018
0,5120;0,4573;-0,7583;0,4886;1,011
0,5150;0,4573;-0,7505;0,4807;1,002
0,5330;0,4573;-0,7544;0,4886;1,008
0,5360;0,4495;-0,7583;0,4886;1,008
0,5480;0,4456;-0,7544;0,4847;1,001
0,5510;0,4456;-0,7583;0,4807;1,002
0,6110;0,4495;-0,7622;0,4847;1,009
0,6150;0,4495;-0,7622;0,4924;1,013
0,6170;0,4456;-0,7622;0,4964;1,013
0,6200;0,4456;-0,7661;0,5042;1,020
0,6210;0,4495;-0,7622;0,5042;1,018
0,6220;0,4495;-0,7622;0,5003;1,017
0,6240;0,4534;-0,7622;0,4886;1,013
0,6360;0,4534;-0,7583;0,4924;1,011
0,6400;0,4573;-0,7661;0,5003;1,023
0,6510;0,4534;-0,7661;0,4964;1,019
0,6610;0,4495;-0,7583;0,4964;1,012
0,7040;0,4495;-0,7622;0,4886;1,011
0,7060;0,4456;-0,7583;0,4807;1,002
0,7070;0,4456;-0,7544;0,4847;1,001
0,7100;0,4416;-0,7544;0,4924;1,003
0,7110;0,4378;-0,7583;0,4886;1,003
0,7310;0,4573;-0,7622;0,4964;1,018
0,7760;0,4612;-0,7622;0,5082;1,026
0,7780;0,4612;-0,7583;0,5082;1,023
0,7800;0,4534;-0,7583;0,5003;1,015
0,7810;0,4573;-0,7622;0,5003;1,020
0,7830;0,4573;-0,7583;0,5003;1,017
0,7940;0,4573;-0,7622;0,4964;1,018
0,8000;0,4456;-0,7661;0,4886;1,012
0,8150;0,4456;-0,7544;0,4807;0,999
0,8260;0,4378;-0,7465;0,4768;0,988
0,8370;0,4339;-0,7505;0,4807;0,991
1,2780;0,4416;-0,7583;0,4847;1,002
1,2800;0,4456;-0,7622;0,4964;1,013
1,2810;0,4495;-0,7661;0,4886;1,014
1,2830;0,4534;-0,7661;0,4964;1,019
1,2840;0,4534;-0,7661;0,5003;1,021
1,2860;0,4534;-0,7661;0,4924;1,017
1,2870;0,4456;-0,7661;0,4964;1,016
1,2890;0,4495;-0,7661;0,4964;1,018
1,2910;0,4534;-0,7622;0,4964;1,016
1,2920;0,4534;-0,7661;0,4924;1,017
1,2930;0,4573;-0,7661;0,4964;1,021
1,2950;0,4495;-0,7622;0,4964;1,015
1,2960;0,4651;-0,7583;0,4534;0,998
1,2980;0,4612;-0,7661;0,4691;1,010
1,3000;0,4573;-0,7700;0,4612;1,007
1,3110;0,4612;-0,7700;0,4691;1,013
1,3670;0,4534;-0,7740;0,4691;1,012
1,3690;0,4534;-0,7857;0,5003;1,036
1,3700;0,4807;-0,8013;0,4651;1,044
1,3720;0,4886;-0,8052;0,4573;1,047
1,3730;0,5042;-0,7700;0,4651;1,031
1,3750;0,4924;-0,7622;0,4573;1,016
1,3830;0,4768;-0,7622;0,4378;1,000
1,3900;0,4807;-0,7622;0,4299;0,998
1,4000;0,4651;-0,7700;0,4299;0,997
1,4540;0,4573;-0,7544;0,4495;0,990
1,4570;0,4730;-0,7465;0,4573;0,995
1,4590;0,4847;-0,7544;0,4651;1,010
1,4600;0,4534;-0,7661;0,4768;1,010
1,4620;0,4730;-0,7544;0,4651;1,005
1,4650;0,4691;-0,7779;0,4456;1,012
1,4720;0,4964;-0,7973;0,4573;1,045
1,4840;0,4886;-0,7896;0,4378;1,027
1,4910;0,5120;-0,7700;0,4378;1,023
1,5020;0,5238;-0,7544;0,4378;1,017
1,5520;0,5120;-0,7465;0,4378;1,006
1,5540;0,4924;-0,7740;0,4534;1,023
1,5580;0,4807;-0,7583;0,4495;1,004
1,5600;0,4730;-0,7427;0,4534;0,990
1,5610;0,4886;-0,7232;0,4456;0,980
1,5630;0,5042;-0,7388;0,4495;1,001
1,5710;0,5511;-0,7700;0,4924;1,067
1,5810;0,5433;-0,7700;0,4299;1,036
1,5910;0,5433;-0,7544;0,4221;1,021
1,6050;0,5550;-0,7544;0,4026;1,019
1,6120;0,5511;-0,7583;0,4104;1,023
1,6720;0,5550;-0,7700;0,4299;1,042
1,6740;0,5707;-0,7465;0,4456;1,040
1,6760;0,5667;-0,7349;0,4143;1,016
1,6780;0,5667;-0,7427;0,4143;1,022
1,6800;0,5590;-0,7661;0,4065;1,032
1,6810;0,5667;-0,7544;0,4065;1,027
1,6820;0,5707;-0,7544;0,3948;1,025
1,6940;0,5707;-0,7544;0,3908;1,024
1,7000;0,5785;-0,7505;0,4026;1,030
1,7120;0,5785;-0,7583;0,3869;1,029
1,7200;0,5667;-0,7622;0,3596;1,016
1,7690;0,5667;-0,7740;0,3205;1,011
1,7720;0,5785;-0,7622;0,3283;1,012
1,7750;0,5863;-0,7388;0,3400;1,003
1,7760;0,5394;-0,7661;0,3517;1,001
1,7780;0,5629;-0,7622;0,3205;1,000
1,7800;0,5863;-0,7740;0,3596;1,035
1,7910;0,6176;-0,7661;0,3713;1,052
1,8000;0,6176;-0,7583;0,3791;1,049
1,8120;0,6019;-0,7700;0,3713;1,046
1,8300;0,5785;-0,7700;0,3869;1,038
1,8330;0,5785;-0,7583;0,3791;1,026
1,8790;0,5902;-0,7544;0,3322;1,014
1,8810;0,5785;-0,7661;0,3283;1,015
1,8830;0,5746;-0,7661;0,3244;1,011
1,8840;0,5667;-0,7661;0,3322;1,009
1,8870;0,5590;-0,7505;0,3165;0,988
1,8940;0,5707;-0,7505;0,3165;0,995
1,9000;0,6137;-0,7388;0,3400;1,019
1,9100;0,5823;-0,7622;0,3244;1,013
1,9650;0,5902;-0,7896;0,3440;1,044
1,9690;0,6176;-0,7740;0,3361;1,046
1,9700;0,6528;-0,7622;0,3517;1,063
1,9720;0,6176;-0,7700;0,3596;1,051
1,9730;0,6410;-0,7661;0,3205;1,049
1,9750;0,6449;-0,7817;0,3361;1,068
1,9840;0,5511;-0,7700;0,3283;1,002
1,9900;0,5667;-0,7544;0,2774;0,983
2,0000;0,5003;-0,8248;0,3948;1,042
2,0480;0,5667;-0,7505;0,3205;0,994
2,0500;0,5863;-0,7505;0,2892;0,995
2,0520;0,5472;-0,7622;0,2462;0,970
2,0530;0,5394;-0,7740;0,2501;0,976
2,0570;0,5433;-0,8052;0,3009;1,017
2,0640;0,5238;-0,8131;0,3205;1,019
2,0780;0,5315;-0,7817;0,3635;1,013
2,0800;0,6019;-0,7544;0,3831;1,038
2,0900;0,5355;-0,7700;0,3831;1,013
2,1090;0,5707;-0,7583;0,3752;1,021
2,1180;0,4964;-0,7740;0,3948;1,001
2,1200;0,5315;-0,7935;0,3557;1,019
2,1310;0,5199;-0,7700;0,3752;1,002
2,1820;0,5238;-0,7740;0,3831;1,010
2,1840;0,5355;-0,7817;0,3869;1,024
2,8930;0,5511;-0,7622;0,3713;1,011
2,8940;0,5550;-0,7622;0,3244;0,997
2,8960;0,5667;-0,7740;0,3049;1,007
2,8970;0,5472;-0,7935;0,4183;1,051
2,9000;0,5550;-0,7740;0,3948;1,031
2,9010;0,5590;-0,7973;0,3908;1,049
2,9030;0,5746;-0,7896;0,3752;1,046
2,9040;0,5159;-0,8639;0,3831;1,077
2,9060;0,5394;-0,8482;0,3948;1,080
2,9070;0,6801;-0,7817;0,4416;1,126
2,9100;0,6332;-0,7544;0,3987;1,063
2,9120;0,7388;-0,7232;0,5082;1,152
2,9130;0,7036;-0,7270;0,1602;1,024
2,9150;0,6449;-0,7153;0,1563;0,976
2,9270;0,6606;-0,7740;0,1681;1,031
2,9300;0,6410;-0,7817;0,1524;1,022
2,9460;0,6410;-0,7661;0,2306;1,025
2,9580;0,6371;-0,7583;0,2501;1,022
2,9610;0,6254;-0,7661;0,2580;1,022
3,0150;0,6880;-0,7544;0,2618;1,054
3,0180;0,6997;-0,7700;0,2266;1,065
3,0200;0,7036;-0,7465;0,2110;1,047
3,0220;0,6918;-0,7388;0,1954;1,031
3,0230;0,6489;-0,7465;0,2345;1,017
3,0250;0,6528;-0,7427;0,1993;1,009
3,0400;0,6410;-0,7465;0,2306;1,011
3,0500;0,6645;-0,7779;0,1719;1,037
3,0510;0,6606;-0,7817;0,1681;1,037
3,0740;0,7114;-0,7544;0,2149;1,059
3,0770;0,7740;-0,7427;0,2071;1,092
3,1310;0,7388;-0,7622;0,2345;1,087
3,1330;0,7388;-0,7465;0,2306;1,075
3,1360;0,7153;-0,7505;0,2149;1,059
3,1380;0,6957;-0,7427;0,2228;1,042
3,1400;0,6410;-0,7309;0,1993;0,992
3,1420;0,6176;-0,7232;0,2228;0,977
3,1430;0,6058;-0,7232;0,2345;0,972
3,1570;0,6528;-0,7074;0,1837;0,980
3,1600;0,6566;-0,7192;0,1837;0,991
3,1740;0,6841;-0,6997;0,1954;0,998
3,2500;0,6880;-0,7309;0,1798;1,020
3,2530;0,6918;-0,7114;0,1758;1,008
3,2550;0,6918;-0,7114;0,1719;1,007
3,2560;0,7036;-0,7153;0,1563;1,015
3,2580;0,7309;-0,7153;0,1641;1,036
3,2630;0,7700;-0,7309;0,1681;1,075
3,2650;0,7857;-0,7270;0,1602;1,082
3,2660;0,7817;-0,7270;0,1563;1,079
3,2690;0,7661;-0,7153;0,1563;1,060
3,2700;0,7192;-0,7153;0,1602;1,027
3,2860;0,7074;-0,7153;0,1524;1,018
3,2910;0,6957;-0,7153;0,1563;1,010
3,3000;0,6880;-0,7153;0,1485;1,003
3,3540;0,6997;-0,7192;0,1641;1,017
3,3590;0,7192;-0,7349;0,1758;1,043
3,3610;0,7232;-0,7388;0,1837;1,050
3,3620;0,7270;-0,7232;0,1876;1,042
3,3640;0,7153;-0,7192;0,1602;1,027
3,3650;0,7153;-0,7232;0,1641;1,030
3,3740;0,7192;-0,7192;0,1524;1,028
3,3800;0,7192;-0,7232;0,1641;1,033
3,4370;0,7349;-0,7192;0,1876;1,045
3,4400;0,7309;-0,7232;0,1837;1,044
3,4410;0,7349;-0,7114;0,1876;1,040
3,4440;0,7349;-0,7153;0,1758;1,041
3,4460;0,7232;-0,7192;0,1602;1,032
3,4470;0,7153;-0,7114;0,1524;1,020
3,4550;0,6997;-0,7036;0,1329;1,001
3,4600;0,7192;-0,7074;0,1329;1,018
3,4700;0,7036;-0,7270;0,1485;1,023
3,5240;0,6762;-0,7153;0,1290;0,993
3,5270;0,7192;-0,7153;0,1367;1,024
3,5310;0,7349;-0,7349;0,1837;1,055
3,5320;0,7270;-0,7349;0,1915;1,051
3,5330;0,7232;-0,7349;0,1915;1,049
3,5350;0,7232;-0,7388;0,1798;1,049
3,5430;0,7270;-0,7349;0,1758;1,049
3,5500;0,7232;-0,7309;0,1719;1,042
3,5600;0,7114;-0,7270;0,1758;1,032
3,6110;0,7232;-0,7309;0,1798;1,044
3,6150;0,7465;-0,7388;0,1719;1,064
3,6160;0,7427;-0,7349;0,1524;1,056
3,6180;0,7270;-0,7153;0,1367;1,029
3,6200;0,6997;-0,7114;0,1367;1,007
3,6210;0,6918;-0,6880;0,1954;0,995
3,6300;0,7036;-0,6997;0,2071;1,014
3,6400;0,7192;-0,7192;0,2149;1,040
3,6590;0,7074;-0,6918;0,1915;1,008
3,6650;0,7074;-0,7544;0,1719;1,048
3,6870;0,7192;-0,7583;0,1524;1,056
3,6900;0,7544;-0,7544;0,1485;1,077
3,6910;0,7740;-0,7427;0,1055;1,078
3,7100;0,7857;-0,7388;0,0820;1,082
3,7160;0,7896;-0,7270;0,0977;1,078
3,8220;0,7622;-0,7232;0,0859;1,054
3,8290;0,7232;-0,7349;0,0820;1,034
3,8310;0,6684;-0,7544;0,0820;1,011
3,8340;0,6332;-0,7505;0,0899;0,986
3,8360;0,6684;-0,7309;0,1290;0,999
3,8370;0,6918;-0,7349;0,1367;1,019
5,0910;0,6957;-0,7232;0,1407;1,013
5,0920;0,6918;-0,7270;0,1367;1,013
5,0930;0,7036;-0,7270;0,1367;1,021
5,0950;0,7114;-0,7232;0,1250;1,022
5,0960;0,7153;-0,7232;0,1133;1,023
5,1000;0,7192;-0,7232;0,0899;1,024
5,1010;0,7192;-0,7232;0,0664;1,022
5,1030;0,7036;-0,7349;0,0391;1,018
5,1050;0,6957;-0,7388;0,0312;1,015
5,1070;0,6880;-0,7232;0,0273;0,998
5,1130;0,6997;-0,7270;0,0312;1,010
5,1200;0,7192;-0,7349;0,0586;1,030
5,1240;0,5667;-0,9030;-0,0351;1,067
5,1250;0,5667;-0,8873;-0,0351;1,053
5,1270;0,5550;-0,8834;-0,0351;1,044
5,1430;0,5315;-0,8795;-0,0468;1,029
5,1490;0,5238;-0,8795;-0,0508;1,025
5,1530;0,5159;-0,8795;-0,0547;1,021
5,2090;0,5238;-0,8834;-0,0508;1,028
5,2110;0,5277;-0,8834;-0,0547;1,030
5,2150;0,5277;-0,8795;-0,0508;1,027
5,2170;0,5238;-0,8678;-0,0468;1,015
5,2190;0,5238;-0,8678;-0,0508;1,015
5,2210;0,5238;-0,8716;-0,0508;1,018
5,2220;0,5355;-0,8716;-0,0547;1,024
5,2740;0,5472;-0,8795;-0,0586;1,038
5,2760;0,5511;-0,8873;-0,0508;1,046
5,2790;0,5629;-0,9498;-0,0468;1,105
5,2810;0,5550;-0,8795;-0,0430;1,041
5,2840;0,5511;-0,8756;-0,0391;1,035
5,2860;0,5355;-0,9030;-0,0312;1,050
5,3370;0,5277;-0,9068;-0,0234;1,049
5,3420;0,5159;-0,8599;-0,0273;1,003
5,3450;0,4924;-0,8482;-0,0156;0,981
5,3460;0,4807;-0,8716;-0,0234;0,996
5,3490;0,4651;-1,0202;-0,0195;1,121
5,3510;0,5277;-0,8678;-0,0116;1,016
5,3540;0,5550;-0,8248;-0,0039;0,994
5,3630;0,5511;-0,8482;-0,0391;1,012
5,4140;0,5315;-0,8716;-0,0430;1,022
5,4190;0,5355;-0,9030;-0,0351;1,050
5,4210;0,5355;-0,9030;-0,0468;1,051
5,4230;0,5315;-0,8951;-0,0586;1,043
5,4240;0,5277;-0,8990;-0,0624;1,044
5,4260;0,5355;-0,8990;-0,0586;1,048
5,4370;0,5394;-0,8951;-0,0547;1,046
5,4860;0,5394;-0,8990;-0,0508;1,050
5,4900;0,5472;-0,8951;-0,0468;1,050
5,4930;0,5394;-0,8873;-0,0468;1,039
5,4940;0,5315;-0,8795;-0,0468;1,029
5,4960;0,5159;-0,8795;-0,0508;1,021
5,4980;0,5082;-0,8834;-0,0547;1,021
5,5060;0,5277;-0,8873;-0,0586;1,034
5,5100;0,5433;-0,8951;-0,0664;1,049
5,5200;0,5590;-0,8951;-0,0703;1,058
5,6120;0,5590;-0,8951;-0,0742;1,058
5,6160;0,5238;-0,8795;-0,0624;1,026
5,6180;0,5120;-0,8756;-0,0547;1,016
5,6200;0,5159;-0,8716;-0,0508;1,014
5,6210;0,5120;-0,8716;-0,0468;1,012
5,6230;0,5120;-0,8716;-0,0508;1,012
5,6240;0,5082;-0,8716;-0,0547;1,010
5,6260;0,5120;-0,8716;-0,0508;1,012
5,6280;0,5120;-0,8639;-0,0547;1,006
5,6300;0,5159;-0,8678;-0,0586;1,011
5,6430;0,5120;-0,8678;-0,0586;1,009
5,7120;0,5238;-0,8795;-0,0624;1,026
5,7140;0,5277;-0,8795;-0,0703;1,028
5,7150;0,5315;-0,8834;-0,0782;1,034
5,7190;0,5315;-0,8834;-0,0703;1,033
5,7210;0,5394;-0,8873;-0,0742;1,041
5,7220;0,5433;-0,8912;-0,0703;1,046
5,7240;0,5433;-0,8873;-0,0664;1,043
5,7260;0,5433;-0,8873;-0,0624;1,042
5,7340;0,5315;-0,8795;-0,0586;1,029
5,7410;0,5159;-0,8756;-0,0586;1,018
5,7540;0,4964;-0,8678;-0,0703;1,002
5,7600;0,4534;-0,8795;-0,0742;0,992
5,7740;0,3596;-0,8834;-0,0624;0,956
5,7820;0,2736;-0,8834;-0,1211;0,933
5,7900;0,0234;-1,2821;-0,2228;1,302
5,8450;-0,1094;-1,5166;-0,2657;1,544
5,8480;-0,1172;-1,2548;-0,0977;1,264
5,8520;-0,2266;-0,9224;0,0351;0,951
5,8540;-0,1367;-0,6801;0,0391;0,695
5,8560;-0,0820;-0,5238;0,0391;0,532
5,8590;-0,0508;-0,4378;0,0468;0,443
5,8630;-0,0508;-0,4104;0,0586;0,418
5,8740;-0,0938;-0,4651;0,0977;0,484
5,9260;-0,1993;-0,6058;0,1837;0,664
5,9300;-0,3049;-0,6841;0,2541;0,791
5,9320;-0,4691;-0,7661;0,3322;0,958
5,9340;-0,5472;-0,7192;0,3557;0,971
5,9350;-0,6137;-0,6684;0,2384;0,938
5,9370;-0,5707;-0,5981;0,1719;0,844
5,9460;-0,4495;-0,4612;0,0156;0,644
5,9510;-0,3635;-0,3948;-0,0468;0,539
5,9610;-0,2774;-0,3557;-0,0938;0,461
6,0170;-0,2423;-0,3517;-0,1172;0,443
6,0200;-0,2306;-0,3869;-0,1367;0,471
6,8180;-0,2580;-0,4612;-0,1563;0,551
6,8210;-0,3400;-0,6489;-0,1837;0,755
6,8230;-0,3948;-0,8013;-0,1915;0,914
6,8250;-0,4847;-1,0554;-0,1446;1,170
6,8270;-0,5355;-1,2235;-0,0859;1,338
6,8300;-0,5863;-1,4267;0,0703;1,544
6,8330;-0,5941;-1,4971;0,1798;1,621
6,8350;-0,5472;-1,4267;0,3049;1,558
6,8370;-0,4691;-1,2548;0,3205;1,377
6,8460;-0,3517;-0,9850;0,2970;1,087
6,8480;-0,2970;-0,8482;0,2697;0,938
6,8500;-0,2423;-0,7309;0,2384;0,806
6,8510;-0,5120;-0,9538;-0,0078;1,083
6,8530;-0,5120;-0,9303;-0,0195;1,062
6,8550;-0,5003;-0,8873;-0,0234;1,019
6,8560;-0,4807;-0,8169;0,0039;0,948
6,8600;-0,4534;-0,7661;0,0273;0,891
6,8750;-0,4299;-0,7114;0,0624;0,834
6,8810;-0,4183;-0,6918;0,0977;0,814
6,8930;-0,4065;-0,6762;0,1329;0,800
6,9010;-0,4026;-0,6723;0,1524;0,798
6,9590;-0,3948;-0,6723;0,1681;0,798
6,9610;-0,3948;-0,6723;0,1719;0,798
6,9630;-0,3908;-0,6880;0,1602;0,807
6,9660;-0,3908;-0,6997;0,1524;0,816
6,9680;-0,3987;-0,7388;0,1250;0,849
6,9700;-0,4104;-0,7740;0,1016;0,882
6,9720;-0,4260;-0,8208;0,0624;0,927
6,9850;-0,4339;-0,8482;0,0312;0,953
7,0340;-0,4260;-0,8560;-0,0039;0,956
7,0370;-0,4104;-0,8404;-0,0195;0,935
7,0400;-0,3752;-0,7935;-0,0351;0,878
7,0420;-0,3557;-0,7661;-0,0391;0,846
7,0430;-0,3283;-0,7349;-0,0273;0,805
7,0460;-0,3165;-0,7153;-0,0195;0,782
7,0570;-0,3049;-0,6997;0,0000;0,763
7,0610;-0,3088;-0,6997;0,0312;0,765
7,1280;-0,3205;-0,7192;0,0586;0,790
7,1310;-0,3479;-0,7544;0,1055;0,837
7,1320;-0,3674;-0,7740;0,1367;0,868
7,1340;-0,3831;-0,7817;0,1798;0,889
7,1360;-0,3831;-0,7661;0,1954;0,879
7,1390;-0,3557;-0,6841;0,1915;0,794
7,1410;-0,3440;-0,6645;0,1876;0,771
7,1430;-0,3283;-0,6137;0,1641;0,715
7,1540;-0,3283;-0,5981;0,1524;0,699
7,1640;-0,3400;-0,6019;0,1290;0,703
7,1700;-0,3596;-0,6254;0,1055;0,729
7,2330;-0,3948;-0,6645;0,0742;0,776
7,2360;-0,4143;-0,6880;0,0430;0,804
7,2380;-0,4339;-0,7153;0,0078;0,837
7,2420;-0,4339;-0,7192;-0,0195;0,840
7,2440;-0,4104;-0,7036;-0,0351;0,815
7,2470;-0,3869;-0,6841;-0,0430;0,787
7,2500;-0,3635;-0,6684;-0,0351;0,762
7,2510;-0,3517;-0,6684;-0,0234;0,756
7,2620;-0,3635;-0,7153;0,0039;0,802
7,2700;-0,3869;-0,7661;0,0195;0,859
7,3340;-0,4143;-0,8521;0,0664;0,950
7,3360;-0,4378;-0,8990;0,0977;1,005
7,3370;-0,4534;-0,9420;0,1407;1,055
7,3390;-0,4534;-0,9538;0,1602;1,068
7,3410;-0,4299;-0,9186;0,1758;1,029
7,3420;-0,4104;-0,8873;0,1719;0,993
7,3450;-0,3987;-0,8560;0,1681;0,959
7,3540;-0,3908;-0,8365;0,1563;0,936
7,3600;-0,4026;-0,8443;0,1485;0,947
7,3700;-0,4416;-0,8990;0,1290;1,010
7,4260;-0,4768;-0,9342;0,1133;1,055
7,4300;-0,5159;-0,9615;0,0782;1,094
7,4320;-0,5315;-0,9694;0,0547;1,107
7,4350;-0,5472;-0,9538;0,0273;1,100
7,4370;-0,5433;-0,9342;0,0116;1,081
7,4390;-0,5238;-0,8795;0,0000;1,024
7,4410;-0,5082;-0,8443;0,0078;0,985
7,4520;-0,4886;-0,8091;0,0195;0,945
7,4600;-0,4924;-0,8091;0,0430;0,948
7,4700;-0,5159;-0,8560;0,0782;1,003
7,5230;-0,5433;-0,8990;0,1094;1,056
7,5250;-0,5707;-0,9694;0,1446;1,134
7,5270;-0,5863;-1,0085;0,1641;1,178
7,5310;-0,6019;-1,0671;0,1758;1,238
7,5340;-0,6058;-1,0945;0,1719;1,263
7,5360;-0,6019;-1,1257;0,1524;1,286
7,5450;-0,6019;-1,1414;0,1290;1,297
7,5560;-0,6019;-1,1570;0,0899;1,307
7,5600;-0,6019;-1,1688;0,0624;1,316
7,6570;-0,6058;-1,1805;0,0312;1,327
7,6620;-0,6058;-1,1883;0,0156;1,334
7,6640;-0,6058;-1,1844;0,0039;1,330
7,7000;-0,6098;-1,1765;0,0078;1,325
7,7020;-0,6137;-1,1688;0,0312;1,320
7,7040;-0,6215;-1,1648;0,0586;1,322
7,7060;-0,6293;-1,1570;0,0899;1,320
7,7280;-0,6528;-1,1532;0,1407;1,333
7,7310;-0,6684;-1,1414;0,1876;1,336
7,7320;-0,6762;-1,1257;0,2033;1,329
7,7360;-0,6762;-1,1062;0,2110;1,314
7,7380;-0,6606;-1,0593;0,1798;1,261
7,7410;-0,6528;-1,0476;0,1524;1,244
8,5380;-0,6528;-1,0515;0,1211;1,244
8,5400;-0,6684;-1,0710;0,0899;1,266
8,5420;-0,6918;-1,1336;0,0391;1,329
8,5440;-0,7074;-1,1805;0,0116;1,376
